
2025-08-04 13:33:21,lam,neutral,26,Man
2025-08-04 13:33:22,lam,neutral,26,Man
2025-08-04 13:33:22,lam,neutral,26,Man
2025-08-04 13:33:23,lam,neutral,26,Man
2025-08-04 13:33:23,lam,neutral,26,Man
2025-08-04 13:33:23,lam,neutral,26,Man
2025-08-04 13:33:24,lam,neutral,26,Man
2025-08-04 13:33:24,lam,neutral,26,Man
2025-08-04 13:33:24,lam,neutral,26,Man
2025-08-04 13:33:25,lam,neutral,26,Man
2025-08-04 13:33:25,lam,neutral,26,Man
2025-08-04 13:33:25,lam,neutral,26,Man
2025-08-04 13:33:26,lam,neutral,26,Man
2025-08-04 13:33:26,lam,neutral,26,Man
2025-08-04 13:33:26,lam,neutral,26,Man
2025-08-04 13:33:27,lam,neutral,26,Man
2025-08-04 13:33:27,lam,neutral,26,Man
2025-08-04 13:33:27,lam,neutral,26,Man
2025-08-04 13:33:28,lam,neutral,26,Man
2025-08-04 13:33:28,lam,neutral,26,Man
2025-08-04 13:33:28,lam,neutral,26,Man
2025-08-04 13:33:29,lam,neutral,26,Man
2025-08-04 13:33:29,lam,neutral,26,Man
2025-08-04 13:33:29,lam,neutral,26,Man
2025-08-04 13:37:38,Person1,sad,30,Man
2025-08-04 13:37:38,Person1,sad,30,Man
2025-08-04 13:37:39,Person1,sad,30,Man
2025-08-04 13:37:39,Person1,sad,30,Man
2025-08-04 13:37:39,Person1,sad,30,Man
2025-08-04 13:37:39,Person1,sad,30,Man
2025-08-04 13:37:39,Person1,sad,30,Man
2025-08-04 13:37:40,Person1,sad,30,Man
2025-08-04 13:37:41,Person1,sad,30,Man
2025-08-04 13:37:43,Person1,sad,30,Man
2025-08-04 13:37:44,Person1,sad,30,Man
2025-08-04 13:37:45,Person1,sad,30,Man
2025-08-04 13:37:46,Person1,sad,30,Man
2025-08-04 13:37:47,Person1,sad,30,Man
2025-08-04 13:37:49,Person1,sad,30,Man
2025-08-04 13:37:50,Person1,sad,30,Man
2025-08-04 13:37:51,Person1,sad,30,Man
2025-08-04 13:37:53,Person1,sad,30,Man
2025-08-04 13:37:54,Person1,sad,30,Man
2025-08-04 13:37:55,Person1,sad,30,Man
2025-08-04 13:37:56,Person1,sad,30,Man
2025-08-04 13:37:57,Person1,sad,30,Man
2025-08-04 13:37:59,Person1,sad,30,Man
2025-08-04 13:38:00,Person1,sad,30,Man
2025-08-04 13:38:01,Person1,sad,30,Man
2025-08-04 13:38:02,Person1,sad,30,Man
2025-08-04 13:38:03,Person1,sad,30,Man
2025-08-04 13:38:05,Person1,sad,30,Man
2025-08-04 13:38:06,Person1,sad,30,Man
2025-08-04 13:38:08,Person1,sad,30,Man
2025-08-04 13:40:37,Person1,neutral,29,Man
2025-08-04 13:40:38,Person1,neutral,29,Man
2025-08-04 13:40:39,Person1,neutral,29,Man
2025-08-04 13:40:39,Person1,neutral,29,Man
2025-08-04 13:40:39,Person1,neutral,29,Man
2025-08-04 13:40:39,Person1,neutral,29,Man
2025-08-04 13:40:40,Person1,neutral,29,Man
2025-08-04 13:40:40,Person1,neutral,29,Man
2025-08-04 13:40:40,Person1,neutral,29,Man
2025-08-04 13:40:41,Person1,neutral,29,Man
2025-08-04 13:40:41,Person1,neutral,29,Man
2025-08-04 13:40:41,Person1,neutral,29,Man
2025-08-04 13:40:41,Person1,neutral,29,Man
2025-08-04 13:40:41,Person1,neutral,29,Man
2025-08-04 13:40:41,Person1,neutral,29,Man
